the_geom,male_65_69,the_geom_webmercator,shared_puma,future_fp_mhhi,current_fp_mhhi,cd_tot_resunits,future_fp_resunits,future_fp_bldg,current_fp_resunits,cd_tot_bldgs,current_fp_bldg,moe_under18_rate_nyc,moe_under18_rate_boro,total_lot_area,lot_area_other_no_data,lot_area_parking,lot_area_open_space,lot_area_public_facility_institution,lot_area_transportation_utility,lot_area_industrial_manufacturing,lot_area_commercial_office,lot_area_mixed_use,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_res_1_2_family_bldg,lots_total,lots_other_no_data,lots_vacant,lots_parking,lots_open_space,lots_public_facility_institution,lots_transportation_utility,lots_industrial_manufacturing,lots_commercial_office,lots_mixed_use,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_res_1_2_family_bldg,pct_served_parks,count_public_schools,count_libraries,count_hosp_clinic,count_parks,crime_count_nyc,crime_count_boro,crime_count,pct_clean_strts_nyc,pop_acs,pop_2010,pop_2000,puma,borocd,future_fp_pop,current_fp_pop,lot_area_vacant,cb_email,cb_website,acs_tooltip,neighborhoods,son_issue_3,son_issue_2,son_issue_1,cd_son_fy2018,shared_puma_cd,cd_short_title,cd_full_title,future_fp_cost_burden,current_fp_cost_burden,future_fp_rent_burden,current_fp_rent_burden,future_fp_permortg,current_fp_permortg,future_fp_ownerocc,current_fp_ownerocc,future_fp_openspace,current_fp_openspace,future_fp_area,current_fp_area,pct_hispanic,pct_other_nh,pct_asian_nh,pct_black_nh,pct_white_nh,female_85_over,male_85_over,female_80_84,male_80_84,female_75_79,male_75_79,female_70_74,male_70_74,female_65_69,cartodb_id,female_60_64,male_60_64,female_55_59,male_55_59,female_50_54,male_50_54,female_45_49,male_45_49,female_40_44,male_40_44,female_35_39,male_35_39,female_30_34,male_30_34,female_25_29,male_25_29,female_20_24,male_20_24,female_15_19,male_15_19,female_10_14,male_10_14,female_5_9,male_5_9,female_under_5,male_under_5,moe_over65_rate_nyc,over65_rate_nyc,moe_over65_rate_boro,over65_rate_boro,moe_over65_rate,over65_rate,under18_rate_nyc,under18_rate_boro,moe_under18_rate,under18_rate,moe_lep_rate_nyc,lep_rate_nyc,moe_lep_rate_boro,lep_rate_boro,moe_lep_rate,lep_rate,moe_foreign_born,pct_foreign_born,pct_lot_area_other_no_data,pct_lot_area_vacant,pct_lot_area_parking,pct_lot_area_open_space,pct_lot_area_public_facility_institution,pct_lot_area_transportation_utility,pct_lot_area_industrial_manufacturing,pct_lot_area_commercial_office,pct_lot_area_mixed_use,pct_lot_area_res_multifamily_elevator,pct_lot_area_res_multifamily_walkup,pct_lot_area_res_1_2_family_bldg,crime_per_1000_nyc,crime_per_1000_boro,crime_per_1000,pct_clean_strts_boro,pct_clean_strts,moe_hh_rent_burd_nyc,pct_hh_rent_burd_nyc,moe_hh_rent_burd_boro,pct_hh_rent_burd_boro,moe_hh_rent_burd,pct_hh_rent_burd,moe_mean_commute_nyc,mean_commute_nyc,moe_mean_commute_boro,mean_commute_boro,moe_mean_commute,mean_commute,moe_unemnployment,unemployment_nyc,moe_unemployment_boro,unemployment_boro,moe_unemployment_cd,unemployment_cd,moe_bach_deg_nyc,pct_bach_deg_nyc,moe_bach_deg_boro,pct_bach_deg_boro,moe_bach_deg,pct_bach_deg,poverty_rate_nyc,poverty_rate_boro,moe_poverty_rate,poverty_rate,pop_change_00_10,area_sqmi,acres
,1.3,,FALSE,29327,32573,56222,17158,1283,5118,3262,411,0,0,55798418,57971,825865,24678274,5442095,4803617,321730,1165302,3553083,9801961,2488827,162962,3169,17,279,131,61,240,39,76,171,790,217,1044,104,100,89,4,54,36,96515,25961,1983,96,122550,120511,117743,3804,111,61208,20803,2496731,mn11@cb.nyc.gov,www.cb11m.org,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3804, which is an approximation of Manhattan CD 11","East Harlem, Harlem, Randall's Island Park, Wards Island Park",Unemployment,Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn11_statement_2018.pdf,,Manhattan CD 11,Manhattan Community District 11,0.1696,0.1157,0.3997,0.4079,0.411,0.392,0.0634,0.0765,0.848,0.843,1.563587325,1.3998,45.2,2.3,7.5,29.8,15.2,1.2,0.6,1.1,0.5,1.7,0.8,1.7,1,2.2,11,3.2,2.2,3.1,2.5,3.2,2.9,3.5,2.6,3.6,2.7,3.9,3,4.6,4.5,5.2,5,4,4.3,3.3,3.5,2.9,3.3,2.6,2.8,2.5,3,0.1,13,0.1,14.4,0.6,12.1,21.2,14.6,0.9,21,0.1,23,0.3,15.6,1.3,20,1.4,24.3,0.001038936,0.044745552,0.014800868,0.442275514,0.097531349,0.086088767,0.005765934,0.02088414,0.063677128,0.175667364,0.044603899,0.002920549,11.8,15.7,16.355851,95.6,95.6,0.2,44.6,0.5,37.1,1.9,38.1,0.1,40.3,0.2,31.4,1,35,0.1,5.5,0.2,4.6,0.6,5.9,0.2,36.2,0.4,60.4,1.4,32.5,20.3,14.5,1.4,23.1,0.02,2.4,1518.5
,1.7,,FALSE,,,73244,1757,109,0,2883,0,0,0,60896982,92592,1058087,30551088,5151586,2191626,250636,1721198,5759375,6700805,5379683,302002,2739,7,91,88,43,192,54,11,189,562,398,928,176,100,70,3,33,21,96515,25961,2057,96,218698,190020,208414,3801,112,12909,397,1738304,ebsmith@cb.nyc.gov,www.nyc.gov/html/mancb12,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3801, which is an approximation of Manhattan CD 12","Inwood, Washington Heights",Schools,Neighborhood preservation (development trends),Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/mn12_statement_2018.pdf,,Manhattan CD 12,Manhattan Community District 12,,,0.4921,,0.25,,0.0041,,0.916,0.915,1.0895826,1.01768158,70.1,1.5,2.7,7.8,17.8,1.5,0.6,0.9,0.5,1.3,0.8,1.5,1.5,2.2,12,2.9,2.8,3.2,2.7,3,2.9,3.5,3.5,3.1,3.2,3.7,3.7,4.6,4.7,5.4,6,4.2,4.2,2.6,2.6,2.1,2.4,2.2,2.4,2.8,3,0.1,13,0.1,14.4,0.5,12.5,21.2,14.6,0.7,17.8,0.1,23,0.3,15.6,1.1,37.9,1.1,47.4,0.001520469,0.028544994,0.017375032,0.501684763,0.084595095,0.035989074,0.004115738,0.028264094,0.094575705,0.110035092,0.088340716,0.004959228,11.8,15.7,9.273328,95.6,92.9,0.2,44.6,0.5,37.1,1.6,46.7,0.1,40.3,0.2,31.4,0.7,40,0.1,5.5,0.2,4.6,0.5,7.9,0.2,36.2,0.4,60.4,1.1,32.2,20.3,14.5,1.1,19.9,-0.09,2.8,1790
,1.3,,TRUE,19370,18219,36543,364,299,96,4286,148,0,0,41398733,1400664,2354668,2596334,4344348,5346111,7536199,2160730,2709172,5866022,3123527,2444175,4050,55,232,252,48,170,83,322,281,483,104,829,1191,99,77,3,35,13,96515,20128,2373,96,,91497,82159,3710,201,1431,580,1516783,brxcb1@optonline.net,www1.nyc.gov/site/bronxcb1/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 1 and Bronx CD 2","Melrose, Mott Haven, Port Morris",Unemployment,Health care services,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx01_statement_2018.pdf,Bronx CD 2,Bronx CD 1,Bronx Community District 1,0.4179,0.4182,0.4036,0.3732,0.828,0.764,0.0446,0.0484,0.001,0,0.485531083,0.416437356,68.2,1.2,0.8,28.2,1.6,0.8,0.3,0.7,0.3,0.9,0.5,1.5,1,1.8,13,2.5,2.1,3,2.3,3.7,2.8,3.4,3.2,3.6,2.9,3.5,2.7,4.1,3.4,4.3,3.6,4.6,4.2,3.8,3.7,4.2,3.8,4,4.1,3.6,3.8,0.1,13,0.1,11.3,0.4,8.2,21.2,25.6,0.9,29.3,0.1,23,0.3,26,1.2,33.7,1.1,29.6,0.033833499,0.036638392,0.056877779,0.062715301,0.104939154,0.129137068,0.182039363,0.052193143,0.06544094,0.141695689,0.075449821,0.05903985,11.8,14.3,23.359522,95.2,90.3,0.2,44.6,0.5,50.6,1.5,48.6,0.1,40.3,0.2,43.5,0.9,43,0.1,5.5,0.2,7.5,0.6,6.1,0.2,36.2,0.3,19.1,0.9,9.8,20.3,25.8,1.1,29.3,0.11,2.2,1386.6
,0.9,,TRUE,19370,18219,19017,0,102,0,3176,22,0,0,48601151,8219473,1842397,3444778,2193992,8547745,10149082,1307919,1643831,1322814,2737336,1898231,2995,84,192,170,50,100,52,358,111,195,106,757,820,97,39,1,19,18,96515,20128,946,96,,52246,46824,3710,202,848,848,5293553,brxcb2@optonline.net,www.bxcb2.org,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3710, which is an approximation of both Bronx CD 2 and Bronx CD 1","Hunts Point, Longwood",Health care services,Cultural facilities & programs,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx02_statement_2018.pdf,Bronx CD 1,Bronx CD 2,Bronx Community District 2,0.4179,0.4182,0.4036,0.3732,0.828,0.764,0.0446,0.0484,0.086,0.081,0.81265752,0.740241191,68.2,1.2,0.8,28.2,1.6,0.7,0.2,0.7,0.3,0.9,0.7,1.3,0.9,1.6,14,1.7,1.8,2.5,2.2,3,2.8,3.4,2.8,3,2.7,3.8,3.4,3.9,3.9,4,4.7,4.1,5.3,4.1,4.4,3.7,4.2,3.9,4.3,3.9,4.3,0.1,13,0.1,11.3,0.4,8.2,21.2,25.6,0.9,29.3,0.1,23,0.3,26,1.2,33.7,1.1,29.6,0.169120954,0.108918264,0.037908506,0.070878527,0.045142799,0.175875361,0.208823902,0.026911276,0.033822882,0.02721775,0.056322452,0.039057326,11.8,14.3,20.880331,95.2,93.6,0.2,44.6,0.5,50.6,1.5,48.6,0.1,40.3,0.2,43.5,0.9,43,0.1,5.5,0.2,7.5,0.6,6.1,0.2,36.2,0.3,19.1,0.9,9.8,20.3,25.8,1.1,29.3,0.12,2.2,1420.1
,0.9,,TRUE,,,32893,0,0,0,3642,0,0,0,30849159,210578,1333608,6229794,3851153,332165,2105729,1842236,2687791,4055688,3859573,3277768,3763,44,279,222,54,208,26,136,126,308,115,1030,1215,100,83,1,25,22,96515,20128,1390,96,,79762,68574,3705,203,14,0,1063076,brxcomm3@optonline.net,www.nyc.gov/bronxcb3,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 3 and Bronx CD 6","Claremont, Crotona Park East, Melrose, Morrisania",Youth and children’s services,Unemployment,Health care services,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx03_statement_2018.pdf,Bronx CD 6,Bronx CD 3,Bronx Community District 3,,,,,,,,,0,0,0.005340146,0,63.5,1.1,0.8,30.1,4.5,0.7,0.2,0.7,0.3,0.9,0.7,1.3,0.9,1.6,15,1.7,1.8,2.5,2.2,3,2.8,3.4,2.8,3,2.7,3.8,3.4,3.9,3.9,4,4.7,4.1,5.3,4.1,4.4,3.7,4.2,3.9,4.3,3.9,4.3,0.1,13,0.1,11.3,0.5,8.4,21.2,25.6,0.9,29.5,0.1,23,0.3,26,1,27.5,1.1,31.3,0.006826053,0.034460453,0.043229963,0.201943722,0.124838184,0.010767392,0.068258879,0.059717544,0.087126881,0.131468349,0.125111125,0.106251454,11.8,14.3,15.410423,95.2,89.2,0.2,44.6,0.5,50.6,1.6,51.6,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.6,8.9,0.2,36.2,0.3,19.1,0.8,13.1,20.3,25.8,1.2,30.8,0.16,1.6,1028.8
,1.1,,FALSE,,,51594,0,4,0,3306,13,0,0,36735545,314373,2403981,6749218,4465477,2197394,1186999,2556066,3469733,5816581,4494127,1703072,3415,25,198,181,92,164,59,37,194,317,305,1095,748,100,77,3,26,33,96515,20128,2151,96,141055,146441,139563,3708,204,0,0,1378524,bx04@cb.nyc.gov,www.nyc.gov/html/bxcb4,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3708, which is an approximation of Bronx CD 4","Concourse, Concourse Village, East Concourse, Highbridge, Mount Eden, West Concourse",Traffic,Schools,"Quality of life issues (noise, graffiti, petty crime, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx04_statement_2018.pdf,,Bronx CD 4,Bronx Community District 4,0.3265,,0.3896,,,,0.0788,,0.031,0.03,0.151685334,0.11359534,64.1,1.8,1.7,30.8,1.7,0.6,0.3,0.5,0.3,0.9,0.5,1.5,0.9,1.7,16,2,1.8,2.6,2.6,3.4,2.6,3.6,3,3.2,2.4,3.6,2.6,3.9,2.9,4.5,4.2,4.7,4.6,4.5,4.6,3.8,3.7,3.9,4,4.6,4.4,0.1,13,0.1,11.3,0.5,9.1,21.2,25.6,0.8,28.2,0.1,23,0.3,26,1.4,34.4,1.4,42.2,0.008557733,0.037525617,0.065440189,0.183724455,0.121557391,0.059816562,0.032312002,0.069580185,0.094451654,0.158336592,0.122337289,0.04636033,11.8,14.3,16.109177,95.2,93.9,0.2,44.6,0.5,50.6,1.8,54.6,0.1,40.3,0.2,43.5,0.9,41,0.1,5.5,0.2,7.5,0.7,7.4,0.2,36.2,0.3,19.1,1,14.8,20.3,25.8,1.3,32.3,0.05,2,1275
,1.3,,FALSE,26827,26827,57057,8270,6,0,3441,1,0,0,25017429,49349,694359,2184162,3786689,444222,387675,1749846,3369493,4515942,4136807,3042532,3338,13,116,106,69,138,24,21,221,259,309,876,1186,100,52,3,34,22,96515,20128,1809,96,136982,128200,128313,3707,205,4088,4048,656353,bx05@cb.nyc.gov,www1.nyc.gov/site/bronxcb5/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3707, which is an approximation of Bronx CD 5","Fordham, Morris Heights, Mount Hope, University Heights",Transit (buses & subways),Schools,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx05_statement_2018.pdf,,Bronx CD 5,Bronx Community District 5,,,0.5103,0.5103,0,0,0.0051,0.0051,0.036,0.036,0.091897649,0.091854784,68.8,1.1,1.5,27.4,1.3,0.4,0.2,0.4,0.2,0.7,0.5,1.1,0.8,1.8,17,2.1,1.5,3.2,2.4,3.7,3.3,3.8,2.7,3.3,2.8,3.6,2.8,4,3.2,4.8,4.1,4.7,4.7,4.3,4,4,3.6,3.4,4.2,4,4.2,0.1,13,0.1,11.3,0.5,7.5,21.2,25.6,1,28.5,0.1,23,0.3,26,1.3,36.4,1.2,42.4,0.001972585,0.026235829,0.02775501,0.087305614,0.151362036,0.017756501,0.015496197,0.069945077,0.134685822,0.180511834,0.165357,0.121616494,11.8,14.3,13.975545,95.2,92.1,0.2,44.6,0.5,50.6,1.5,59.8,0.1,40.3,0.2,43.5,1,42,0.1,5.5,0.2,7.5,0.6,8.1,0.2,36.2,0.3,19.1,1,13.1,20.3,25.8,1.6,34.4,0,1.4,879.5
,1.1,,TRUE,,,31147,0,0,0,4329,0,0,0,26975533,113795,1744498,1695899,6804905,796385,867466,2009064,2050572,2742286,4341995,2931077,4198,36,206,248,63,158,45,95,214,391,136,1304,1302,99,62,3,27,17,96515,20128,1500,96,,83268,75688,3705,206,158,0,877591,bronxcb6@bronxcb6.org,www.bronxcb6.org,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3705, which is an approximation of both Bronx CD 6 and Bronx CD 3","Bathgate, Belmont, Bronx Park South, East Tremont, West Farms",Unemployment,Schools,Crime,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx06_statement_2018.pdf,Bronx CD 3,Bronx CD 6,Bronx Community District 6,,,,,,,,,0.001,0.001,0.004308848,0.003017349,63.5,1.1,0.8,30.1,4.5,0.6,0.3,0.5,0.3,0.9,0.5,1.5,0.9,1.7,18,2,1.8,2.6,2.6,3.4,2.6,3.6,3,3.2,2.4,3.6,2.6,3.9,2.9,4.5,4.2,4.7,4.6,4.5,4.6,3.8,3.7,3.9,4,4.6,4.4,0.1,13,0.1,11.3,0.5,8.4,21.2,25.6,0.9,29.5,0.1,23,0.3,26,1,27.5,1.1,31.3,0.004218452,0.032532851,0.06466964,0.062868044,0.252262115,0.029522494,0.032157511,0.074477268,0.076015996,0.101658269,0.16096049,0.108656871,11.8,14.3,17.414224,95.2,94.1,0.2,44.6,0.5,50.6,1.6,51.6,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.6,8.9,0.2,36.2,0.3,19.1,0.8,13.1,20.3,25.8,1.2,30.8,0.1,1.5,985.3
,1.4,,FALSE,24831,24831,50654,0,0,0,6816,0,0,0,33449272,73526,1064272,2596496,7872597,986908,333132,2194797,2556823,5135707,5150064,3497288,3665,13,128,105,30,160,38,24,245,312,354,977,1279,98,46,4,20,16,96515,20128,1742,96,129955,139286,141411,3706,207,3,0,1987662,info@bronxcb7.info,www.bronxcb7.info,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3706, which is an approximation of Bronx CD 7","Bedford Park, Fordham, Kingsbridge Heights, Norwood, University Heights",Schools,"Quality of life issues (noise, graffiti, petty crime, etc.)",Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx07_statement_2018.pdf,,Bronx CD 7,Bronx Community District 7,,,0.4537,0.4537,0,0,0.0123,0.0123,0,0,0.057456602,0.045718969,69.6,2.2,6.1,15.4,6.6,0.8,0.3,0.8,0.4,0.9,0.6,1.5,0.7,1.6,19,2.8,2.3,2.8,2.2,3.7,2.8,3.3,2.9,3.3,3.3,3.8,3.2,4.6,4.3,4,4.6,4.2,4.2,3,3.3,3.4,3.5,3.6,3.3,4.1,4.6,0.1,13,0.1,11.3,0.6,9,21.2,25.6,1,26.4,0.1,23,0.3,26,1.5,35.2,1.4,43.9,0.002198135,0.059423177,0.031817494,0.077624888,0.235359293,0.029504618,0.00995932,0.065615688,0.076438824,0.153537183,0.1539664,0.104554981,11.8,14.3,15.823031,95.2,95.3,0.2,44.6,0.5,50.6,1.8,55,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.9,9.2,0.2,36.2,0.3,19.1,1.3,17,20.3,25.8,1.5,26.4,-0.02,1.9,1223.5
,2.4,,FALSE,,,44616,0,0,0,5420,0,0,0,78946327,83900,780353,12854877,12524324,1553466,412449,2160929,1538129,12165855,2993738,18227826,5011,18,446,79,50,142,32,11,188,145,282,542,3076,91,33,6,10,20,96515,20128,957,96,109810,101731,101332,3701,208,383,36,13650481,bx08@cb.nyc.gov,www.nyc.gov/html/bxcb8,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3701, which is an approximation of Bronx CD 8","Fieldston, Kingsbridge, Marble Hill (MN), North Riverdale, Riverdale, Spuyten Duyvil",Senior services,Parks,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx08_statement_2018.pdf,,Bronx CD 8,Bronx Community District 8,,,,,,,,,0.131,0.119,0.563285513,0.532572974,47.7,2.3,5.2,12.4,32.4,2.3,0.8,1.3,0.8,1.7,1.1,1.9,1.3,2.8,20,3.4,2.5,3.5,2.6,3.2,2.5,3.2,3.1,2.9,3.5,3.6,2.8,4,3.8,4.2,3.5,4,3.2,2.3,2.9,2.3,2.8,2.8,3.1,3.2,4.5,0.1,13,0.1,11.3,0.7,16.6,21.2,25.6,0.9,21.4,0.1,23,0.3,26,1.2,20.6,1.4,34,0.001062747,0.172908374,0.009884602,0.16283059,0.15864353,0.019677496,0.005224423,0.027372128,0.019483224,0.154102863,0.037921182,0.230888842,11.8,14.3,8.827964,95.2,97.1,0.2,44.6,0.5,50.6,1.9,43.8,0.1,40.3,0.2,43.5,1.1,45,0.1,5.5,0.2,7.5,0.7,5.9,0.2,36.2,0.3,19.1,1.4,39.5,20.3,25.8,1.3,15.2,0,3.3,2113.1
,1.5,,FALSE,43724,,76284,2373,950,66,13473,67,0,0,81049507,206547,3073134,15787097,4931968,654433,3064446,4657362,2247558,14631857,11087374,16772888,11004,26,379,199,92,153,35,70,283,290,108,3137,6232,89,68,4,10,27,96515,20128,2057,96,189556,172298,167859,3709,209,14647,300,3934843,bx09@cb.nyc.gov,www.nyc.gov/bxcb9,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3709, which is an approximation of Bronx CD 9","Bronx River, Castle Hill, Clason Point, Harding Park, Parkchester, Soundview, Soundview-Bruckner, Unionport",Youth and children’s services,Senior services,Affordable housing,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx09_statement_2018.pdf,,Bronx CD 9,Bronx Community District 9,0.3269,,0.3856,,,,0.2779,,0.5,0.469,1.075844283,0.663917077,58.4,2.9,7.1,28.8,2.8,0.9,0.3,0.7,0.5,1.4,1,1.7,1.2,2.2,21,3,2.1,3.3,2.5,3.7,3,3.7,3.1,3.2,2.6,3.9,3,3.6,3.6,4.1,4.2,4.3,4.1,3.1,3.5,3.4,3.3,3.2,3.7,3.7,3.5,0.1,13,0.1,11.3,0.5,11.6,21.2,25.6,0.8,24.7,0.1,23,0.3,26,1,24.8,1.1,32,0.002548405,0.048548636,0.037916751,0.194783381,0.060851302,0.008074485,0.037809558,0.057463175,0.027730681,0.18052987,0.13679755,0.206946206,11.8,14.3,12.331688,95.2,96.7,0.2,44.6,0.5,50.6,1.6,48.7,0.1,40.3,0.2,43.5,0.8,46,0.1,5.5,0.2,7.5,0.6,7.9,0.2,36.2,0.3,19.1,0.8,15.9,20.3,25.8,1.2,26.4,0.03,4.1,2622.5
,2.3,,FALSE,63398,88917,50041,2932,2366,1351,20199,1062,0,0,141512155,1466163,2521816,19196315,17625981,509074,2351899,10190253,2357110,10087275,8278184,42378192,15236,52,756,250,82,138,30,100,391,367,54,1860,11156,51,42,5,13,11,96515,20128,1073,96,122417,120392,115948,3703,210,17750,10107,24549893,bx10@cb.nyc.gov,www.nyc.gov/html/bxcb10/,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3703, which is an approximation of Bronx CD 10","City Island, Co-op City, Country Club, Edgewater Park, Pelham Bay, Schuylerville, Throgs Neck, Westchester Square",Traffic,Resiliency,"Quality of life issues (noise, graffiti, petty crime, etc.)",http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx10_statement_2018.pdf,,Bronx CD 10,Bronx Community District 10,0.2316,0.3031,0.425,0.4318,0.769,0.769,0.5764,0.6285,0.536,0.514,2.806680038,2.194083462,37.1,2.2,3,28.5,29.3,2.2,0.9,1.8,0.9,2.4,1.4,2.6,1.8,2.9,22,3.4,3.1,3.6,2.9,3.9,3.3,4.1,3.5,3.1,3.1,3.5,2.9,3.1,2.5,3,2.6,3.8,4.1,2.9,2.8,2.5,2.7,2.6,2.8,2.6,2.5,0.1,13,0.1,11.3,0.9,19.3,21.2,25.6,1,18.8,0.1,23,0.3,26,1,11.9,1.8,20.6,0.010360686,0.173482575,0.01782049,0.135651351,0.124554537,0.003597387,0.016619767,0.072009737,0.01665659,0.071282039,0.058498042,0.299466798,11.8,14.3,8.883873,95.2,99,0.2,44.6,0.5,50.6,3.2,38.6,0.1,40.3,0.2,43.5,1.4,44,0.1,5.5,0.2,7.5,0.6,5.4,0.2,36.2,0.3,19.1,1.5,25.6,20.3,25.8,1.5,14,0.04,6.4,4124.8
,1.7,,FALSE,77082,,68264,208,197,0,15237,7,0,0,62056220,322059,1356132,463907,11070247,1056646,1364786,4856692,2702745,5480361,5751298,26339612,12712,20,382,227,15,136,77,68,338,383,159,1692,9215,86,47,3,34,6,96515,20128,1228,96,129501,113232,110706,3704,211,2071,296,1291735,bx11@cb.nyc.gov,www.nyc.gov/bxcb11,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3704, which is an approximation of Bronx CD 11","Allerton, Bronxdale, Indian Village, Morris Park, Pelham Gardens, Pelham Parkway, Van Nest",Traffic,Neighborhood preservation (development trends),Crime,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx11_statement_2018.pdf,,Bronx CD 11,Bronx Community District 11,0.4004,,0.6571,,,,0.8454,,0.004,0,0.322820602,0.223115597,47,2.2,7.6,21.5,21.8,1.7,0.5,1.4,0.8,1.3,1.1,1.7,1.4,2.2,23,2.7,2.2,3.2,2.8,3.4,3.2,3.5,3.2,3.6,3.3,3.5,3.7,4,3.7,4.1,4.3,3.7,3.4,2.8,3.6,2.8,3.2,3.2,3.2,3.1,3.1,0.1,13,0.1,11.3,0.6,13.6,21.2,25.6,0.9,22.7,0.1,23,0.3,26,1,22.7,1.3,34.7,0.005189794,0.02081556,0.021853281,0.007475592,0.178390611,0.017027238,0.021992735,0.078262775,0.043553168,0.08831284,0.092678832,0.424447574,11.8,14.3,9.378153,95.2,98,0.2,44.6,0.5,50.6,1.8,46.9,0.1,40.3,0.2,43.5,0.8,43,0.1,5.5,0.2,7.5,0.7,7.6,0.2,36.2,0.3,19.1,1.1,23.8,20.3,25.8,1.2,20.5,0.02,3.6,2302.6
,1.8,,FALSE,,,54697,18,19,0,24673,13,0,0,103999069,465127,2325037,21622877,6717365,2173986,3487001,4218658,1878178,6083701,12275398,39678348,20645,59,793,390,32,233,75,156,418,459,108,3534,14388,67,42,5,17,6,96515,20128,2434,96,144341,152344,149077,3702,212,45,3,3073393,gtorres@cb.nyc.gov,www1.nyc.gov/site/bronxcb12/index.page,"American Community Survey 2012-2016 5-Year Estimates for PUMA 3702, which is an approximation of Bronx CD 12","Baychester, Eastchester, Edenwald, Olinville, Wakefield, Williamsbridge, Woodlawn","Quality of life issues (noise, graffiti, petty crime, etc.)",Police-community relations,Parks,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bx12_statement_2018.pdf,,Bronx CD 12,Bronx Community District 12,,,,,,,,,0.171,0.171,0.29938361,0.171087632,22.6,2.3,2.6,65.5,6.9,1.1,0.5,1.1,0.7,1.4,0.9,1.7,1.2,2.4,24,2.8,2.4,3.7,2.7,4,3.4,3.9,3.2,3.6,3,3.5,2.6,3.4,2.9,4.5,3.3,4.1,4.3,3.6,3.5,3.2,3.2,2.9,3,3.5,3.2,0.1,13,0.1,11.3,0.5,12.7,21.2,25.6,0.8,23.3,0.1,23,0.3,26,0.6,9,1.1,39.7,0.004472415,0.02955212,0.022356325,0.20791414,0.064590626,0.020903899,0.033529156,0.040564382,0.018059566,0.058497649,0.11803373,0.381525992,11.8,14.3,15.674988,95.2,93.8,0.2,44.6,0.5,50.6,1.9,50.4,0.1,40.3,0.2,43.5,0.9,46,0.1,5.5,0.2,7.5,0.6,8.3,0.2,36.2,0.3,19.1,1,22.8,20.3,25.8,1.3,23.2,0.02,5.6,3556.3
